職務類別,工作地區,學歷要求,工作經驗,公司規模,產業類別,上班時間,需求技能數量,薪資,職缺名稱,公司名稱
工程師,桃園市中壢區,大學,不拘,25,藥品／化妝品及清潔用品零售業,日班,3,40000,資訊-內部系統維運工程師,汶紳美業有限公司
工程師,高雄市楠梓區,專科,不拘,4,其他半導體相關業,日班,0,46000,測試工程師,鴻柏旺科技有限公司
工程師,新竹縣竹北市,專科,不拘,20,半導體製造業,日班,0,33000,助理工程師,晟峻科技有限公司
工程師,台中市北屯區,大學,不拘,65,網際網路相關業,日班,6,805000,後端工程師,帝緯系統整合股份有限公司
工程師,台北市士林區,大學,不拘,8000,建築及工程技術服務業,夜班,0,40000,工程發包工程師 (20260319BDF00001),中鼎集團_中鼎工程股份有限公司
工程師,新北市樹林區,高中職,不拘,24,建築工程業,夜班,3,47000,營造工程師/營建工程師/工程助理,敦美建設機構_永騰營造有限公司
工程師,新竹縣竹北市,高中職,不拘,34,建築工程業,日班,0,55000,營建工程師,葳翔營造股份有限公司
工程師,台北市松山區,大學,不拘,13,空調水機電工程業,日班,8,46500,電機/機械應用工程師,誥鑫企業有限公司
工程師,新竹市,大學,不拘,100,半導體製造業,日班,2,44000,繪圖工程師,辛巳科技股份有限公司
工程師,新北市板橋區,專科,不拘,20,光電產業,日班,5,35000,工程師助理,昌陽科技有限公司
工程師,新北市新店區,大學,不拘,1000,網際網路相關業,夜班,0,65000,AI 原生資料工程師,104人力銀行_一零四資訊科技股份有限公司
工程師,新竹縣竹北市,專科,不拘,0,光電產業,日班,2,41500,品保工程師,聯享光電股份有限公司
工程師,台北市信義區,碩士,不拘,70,電腦系統整合服務業,日班,0,37000,高階工程師,葛氏兄弟企業有限公司
工程師,新竹市,大學,不拘,40,半導體製造業,日班,6,50000,工程繪圖工程師,野村微科學工程股份有限公司
工程師,台北市松山區,大學,不拘,13,空調水機電工程業,日班,8,46500,電機應用工程師,誥鑫企業有限公司
工程師,桃園市中壢區,高中職,不拘,250,自動控制相關業,夜班,1,37500,【研發部】助理工程師,易發精機股份有限公司
工程師,新竹縣竹北市,大學,不拘,110,其他半導體相關業,日班,0,44000,日商澄明科技CT-新竹-客服工程師,日商澄明科技有限公司台灣分公司
工程師,桃園市蘆竹區,大學,不拘,20,其他機械製造修配業,日班,0,47500,維修工程師,開德麗企業有限公司
工程師,台中市大里區,專科,不拘,8,電腦系統整合服務業,日班,0,38500,資訊工程師,士欣資訊管理股份有限公司
工程師,台南市永康區,大學,不拘,25,金屬加工用機械製造修配業,日班,2,52500,CNC機台工程師,寶濟工業股份有限公司
工程師,桃園市觀音區,大學,不拘,189,其他專業／科學及技術業,日班,3,45984,115-02電器測試工程師,財團法人台灣大電力研究試驗中心
工程師,台中市南屯區,大學,不拘,45,環境衛生及污染防治服務業,日班,4,40000,監造工程師,仲禹工程顧問股份有限公司
工程師,台中市西屯區,碩士,不拘,40,其他電子零組件相關業,日班,6,37500,助理工程師,台灣路德電子有限公司
工程師,桃園市中壢區,大學,不拘,138,航空器及其零件製造修配業,日班,1,45000,研發助理工程師,六俊電機儀具股份有限公司
工程師,台中市神岡區,碩士,不拘,40,專用生產機械製造修配業,日班,0,50000,PLC電控工程師,永烜機械科技有限公司
工程師,高雄市仁武區,大學,不拘,0,電力機械器材製造修配業,日班,4,35000,助理工程師,弓海企業有限公司
工程師,桃園市蘆竹區,碩士,不拘,40,資料儲存媒體製造及複製業,日班,8,70000,軟體專案工程師,吉翔樂_旻新科技股份有限公司
工程師,台北市內湖區,大學,不拘,0,建築工程業,日班,6,55000,土木工程師,地偉達工程股份有限公司
工程師,新北市五股區,專科,不拘,0,機械器具批發業,日班,0,30000,助理工程師,美商開文熱工股份有限公司台灣分公司
工程師,高雄市苓雅區,大學,不拘,40,海運,日班,0,36000,助理工程師,協榮航業股份有限公司
工程師,台中市西屯區,專科,不拘,0,綜合商品批發代理業,日班,4,40000,助理工程師,力聚科技股份有限公司
工程師,新竹縣竹北市,碩士,不拘,0,其他電子零組件相關業,日班,4,36500,助理工程師,睦和科技股份有限公司
工程師,台中市龍井區,大學,不拘,3200,鋼鐵基本工業,日班,0,45600,工業工程師,中龍鋼鐵股份有限公司
工程師,台北市士林區,大學,不拘,8000,建築及工程技術服務業,夜班,0,40000,空調設計工程師 (20260108BD400007),中鼎集團_中鼎工程股份有限公司
工程師,新北市板橋區,專科,不拘,20,光電產業,日班,5,40000,設備工程師,昌陽科技有限公司
工程師,台中市后里區,大學,不拘,3600,紙相關製造業,日班,1,39000,[后里廠] 電控助理工程師,正隆股份有限公司
工程師,高雄市左營區,專科,不拘,60,空調水機電工程業,日班,1,57000,服務部_工程師/助理工程師(南部),舜德科技股份有限公司
工程師,台中市西屯區,碩士,不拘,100,不動產經營業,日班,3,45000,工程師,富宇建設股份有限公司
工程師,高雄市前鎮區,大學,不拘,0,環境衛生及污染防治服務業,日班,3,43000,工程師,台和工程顧問股份有限公司
工程師,宜蘭縣礁溪鄉,高中職,不拘,0,建築工程業,日班,4,40000,品管工程師,欽鼎工程股份有限公司
工程師,台中市南屯區,碩士,不拘,0,電腦軟體服務業,日班,7,32750,工程師助理,喜雲科技有限公司
工程師,新竹市,大學,不拘,40,半導體製造業,日班,4,47500,工安工程師,野村微科學工程股份有限公司
工程師,台北市信義區,專科,不拘,110,建築及工程技術服務業,日班,6,55000,機電工程師,富邦建設股份有限公司
工程師,桃園市大園區,專科,不拘,15,建物裝修及裝潢業,日班,1,65000,機電監造工程師,國朋工程有限公司
工程師,新北市新莊區,大學,不拘,250,通訊機械器材相關業,日班,0,40500,機構設計工程師,盟訊實業股份有限公司
工程師,桃園市龜山區,碩士,不拘,260,建築工程業,日班,6,61500,工地副主任(桃園、台北),立穩營造股份有限公司
工程師,新北市三重區,大學,不拘,0,其他電信及通訊相關業,日班,0,46000,網路工程師,智匯亞洲科技股份有限公司
工程師,新加坡,專科,不拘,0,其他半導體相關業,日班,14,112500,軟體工程師-海外,啟士達科技股份有限公司
工程師,新北市樹林區,專科,不拘,30,其他電子零組件相關業,日班,0,35000,研發助理工程師,承達電子股份有限公司
工程師,新北市蘆洲區,專科,不拘,40,其他電子零組件相關業,日班,3,33500,生產助理工程師,宸言科技有限公司
工程師,桃園市龜山區,碩士,不拘,120,空調水機電工程業,日班,3,40000,【桃園】助理工程師,方俊工程有限公司
工程師,嘉義市,碩士,不拘,0,其他營造業,日班,3,65000,營造工程師,日盛營造股份有限公司
工程師,新北市三重區,大學,不拘,20,精密儀器相關製造業,日班,0,45000,設備工程師,利友科技股份有限公司
工程師,台中市南屯區,大學,不拘,100,通用機械設備製造修配業,日班,3,43000,機械設計工程師,霄特國際股份有限公司
工程師,新北市中和區,碩士,不拘,110,電腦及其週邊設備製造業,日班,0,40000,客服工程師,洋銘科技股份有限公司
工程師,台南市安定區,碩士,不拘,0,建築工程業,日班,0,40000,工程師,氏展工程有限公司
工程師,台中市西屯區,碩士,不拘,75,照明設備製造業,夜班,3,50000,機構工程師,日機股份有限公司
工程師,新北市三重區,大學,不拘,55,自動控制相關業,日班,0,45000,助理工程師/工程師-工程部,中寶科技股份有限公司
工程師,台北市信義區,大學,不拘,0,建築及工程技術服務業,日班,6,40000,設計工程師 Design Engineer,派利台灣有限公司
工程師,台南市善化區,碩士,不拘,60,其它軟體及網路相關業,日班,10,65000,ERP 工程師,亞達科技股份有限公司
工程師,新北市三重區,專科,不拘,36,自動控制相關業,日班,1,663400,設備維護工程師,制宜電測股份有限公司
工程師,台北市中山區,專科,不拘,20,建築及工程技術服務業,日班,0,35000,助理工程師,杰林工程科技股份有限公司
工程師,台北市中正區,專科,不拘,0,貨運承攬業,日班,0,45000,機械配管工程師,山水國際通運股份有限公司
工程師,新北市新莊區,大學,不拘,120,電信相關業,日班,3,46500,系統工程師,台灣智慧光網股份有限公司
工程師,新北市泰山區,大學,不拘,3500,半導體製造業,夜班,0,47750,機電工程師,南亞科技股份有限公司
工程師,台北市內湖區,大學,不拘,90,電腦系統整合服務業,日班,12,70000,資深系統工程師,天鉞科技股份有限公司
工程師,台北市松山區,大學,不拘,0,數位內容產業,日班,1,520000,助理工程師,中信安科技有限公司
工程師,台北市內湖區,碩士,不拘,1000,其他金屬相關製造業,日班,1,50000,機構工程師,台灣多耐福股份有限公司
工程師,台中市南屯區,碩士,不拘,21,其他商品批發業,日班,0,52500,品管工程師,美錡國際股份有限公司
工程師,台北市南港區,碩士,不拘,60,電腦軟體服務業,日班,0,900000,測試工程師（QA Engineer）,晧飛思科技股份有限公司
工程師,台南市歸仁區,碩士,不拘,12,航空器及其零件製造修配業,日班,3,60000,機械工程師 Mechanical Engineer,瑞鑑航太科技股份有限公司
工程師,苗栗縣竹南鎮,專科,不拘,180,其他半導體相關業,日班,3,50000,竹南_駐點設備客服工程師,鴻騏新技股份有限公司
工程師,台北市內湖區,碩士,不拘,90,電腦系統整合服務業,日班,5,775000,資安網路工程師,天鉞科技股份有限公司
工程師,桃園市中壢區,大學,不拘,170,其他電力器材製造業,日班,2,34500,研發助理工程師,碩陽電機股份有限公司
工程師,高雄市鼓山區,碩士,不拘,15,其它軟體及網路相關業,日班,1,70000,鋼構拆圖工程師,連訊科技服務股份有限公司
工程師,台北市內湖區,碩士,不拘,30,電腦系統整合服務業,日班,0,47500,系統工程師,渥達數位股份有限公司
工程師,台中市西屯區,專科,不拘,120,建築工程業,日班,0,43000,總公司-內業工程師,實毅營造股份有限公司
工程師,台中市大雅區,專科,不拘,69,其他機械製造修配業,夜班,4,45000,台中大雅-廠務工程師,嘉里大榮物流關係企業_嘉里冷鏈設備股份有限公司
工程師,新北市新店區,碩士,不拘,35,精密儀器相關製造業,日班,0,50000,韌體工程師,泰儀電子股份有限公司
工程師,新北市三重區,大學,不拘,130,其他電信及通訊相關業,日班,2,40000,網路工程師,淮南寰宇股份有限公司
工程師,台南市新市區,專科,不拘,1300,半導體製造業,夜班,0,38000,TN-實驗室助理工程師,家登精密工業股份有限公司
工程師,新北市三重區,碩士,不拘,8,建築工程業,日班,3,50000,內頁工程師,八專企業有限公司
工程師,新竹市,專科,不拘,15,其他半導體相關業,日班,0,35000,設備助理工程師,旭昇精密有限公司
工程師,新竹縣湖口鄉,大學,不拘,1100,印刷電路板製造業(PCB),夜班,3,40780,客服工程師,TCI_台豐印刷電路工業股份有限公司
工程師,新竹市,高中以下,不拘,30,土木工程業,日班,3,40000,內業工程師,泰欣營造股份有限公司
工程師,新北市中和區,大學,不拘,180,電腦系統整合服務業,日班,10,77500,雲端架構工程師,弋揚科技股份有限公司
工程師,台北市大安區,碩士,不拘,20,網際網路相關業,日班,0,40000,前端工程師,優護平台股份有限公司
工程師,彰化縣彰化市,專科,不拘,90,其他電信及通訊相關業,日班,0,50000,產品維運工程師 (工作區域：中彰投區),易通通訊有限公司
工程師,新竹市,碩士,不拘,150,電腦軟體服務業,日班,6,35000,Vue前端工程師,華苓科技股份有限公司
工程師,桃園市新屋區,專科,不拘,38,半導體製造業,日班,0,40000,生產技術工程師,全達國際股份有限公司
工程師,新竹縣竹北市,專科,不拘,15,其它軟體及網路相關業,夜班,0,55000,應用工程師,格路科技股份有限公司
工程師,台中市南屯區,專科,不拘,250,汽車及其零件製造業,日班,3,39500,製程工程師,太宇科技股份有限公司
工程師,新北市五股區,大學,不拘,35,化妝品製造業,日班,0,35000,品管工程師,昇洋生物科技股份有限公司
工程師,桃園市中壢區,碩士,不拘,25,空調水機電工程業,日班,5,42500,工程師/助理工程師,長碁工程有限公司
工程師,高雄市楠梓區,專科,不拘,180,其他半導體相關業,日班,3,725000,高雄_設備客服工程師,鴻騏新技股份有限公司
工程師,新北市三峽區,碩士,不拘,90,其他電子零組件相關業,日班,2,60000,Labview 研發工程師,宏瀨光電有限公司
工程師,台北市內湖區,大學,不拘,90,電腦系統整合服務業,日班,8,57500,系統工程師,天鉞科技股份有限公司
工程師,新北市樹林區,大學,不拘,0,印刷電路板製造業(PCB),夜班,1,43000,產品設計工程師,嘉聯益科技股份有限公司
工程師,台北市松山區,大學,不拘,10,其他電力器材製造業,日班,3,40000,地熱工程師,兆豐國際能源科技股份有限公司
工程師,桃園市中壢區,碩士,不拘,50,電腦系統整合服務業,日班,7,46500,系統工程師,又碩電腦科技股份有限公司
工程師,台中市后里區,碩士,不拘,120,空調水機電工程業,日班,0,40000,【台中】 助理工程師,方俊工程有限公司
工程師,桃園市龜山區,碩士,不拘,75,塑膠製品製造業,日班,5,37500,助理工程師,精晨科技股份有限公司
工程師,桃園市龜山區,大學,不拘,40,文教／育樂用品批發業,日班,0,50000,品質驗證工程師,雷碩創新股份有限公司
工程師,新竹市,專科,不拘,10,其他電子零組件相關業,日班,0,44000,工程師,崇旭科技有限公司
工程師,台中市南屯區,大學,不拘,400,土木工程業,日班,6,48000,電機助理工程師,黎明工程顧問股份有限公司
工程師,新竹縣竹北市,碩士,不拘,25,電腦軟體服務業,日班,9,55000,全端工程師,源思科技股份有限公司
工程師,新北市板橋區,專科,不拘,13,電腦系統整合服務業,日班,6,41500,資訊維護工程師,旺威科技有限公司
工程師,台南市新市區,專科,不拘,80,半導體製造業,日班,0,46500,(鴻伍)裝機工程師 -台南,鴻久科技股份有限公司
工程師,桃園市中壢區,碩士,不拘,0,其他電子零組件相關業,日班,7,35000,助理工程師,美商_索士亞科技股份有限公司
工程師,新竹市,專科,不拘,150,自動控制相關業,夜班,2,47500,[新竹] 客服工程師,芯動能設備股份有限公司
工程師,台北市士林區,碩士,不拘,4,創投業,日班,9,1600000,資深軟體工程師,太洪投資股份有限公司
工程師,台北市中山區,大學,不拘,60,電腦軟體服務業,日班,4,60000,維運工程師,奔騰雲創有限公司
軟體,新北市汐止區,專科,不拘,35,其他電子零組件相關業,日班,0,31000,組裝作業員,德商_兆鎂新有限公司
軟體,台北市中正區,碩士,不拘,180,電腦軟體服務業,夜班,0,44500,IoT軟體工程師(台北),全景軟體股份有限公司
軟體,台北市內湖區,大學,不拘,200,電腦軟體服務業,夜班,0,58111,【PO】Product Owner  / 產品負責人 (OB02),瑞嘉軟體科技股份有限公司
軟體,新北市土城區,專科,不拘,120,電力機械器材製造修配業,夜班,6,57500,軟體研發工程師,眾陽機械製造股份有限公司
軟體,台中市西屯區,專科,不拘,0,電腦軟體服務業,日班,3,35500,軟體工程師,正鼎軟體科技股份有限公司
軟體,新北市新店區,碩士,不拘,188,光電產業,夜班,2,43500,軟體工程師,晶達光電股份有限公司
軟體,新北市中和區,碩士,不拘,12,消費性電子產品製造業,日班,12,47500,軟體工程師,金采科技企業有限公司
軟體,桃園市桃園區,大學,不拘,20,電腦系統整合服務業,日班,5,38500,軟體專案助理,洋銘資訊股份有限公司
軟體,台北市內湖區,大學,不拘,200,電腦軟體服務業,夜班,3,38917,【HR】HR Assistant（Payroll Focus）(EB01),瑞嘉軟體科技股份有限公司
軟體,台北市信義區,碩士,不拘,100,其它軟體及網路相關業,日班,7,80000,技術總監 Technical Director,資旅軟體開發有限公司
軟體,新北市新莊區,大學,不拘,35,電腦軟體服務業,日班,5,43000,[台北] 軟體工程師,睿志科技股份有限公司
軟體,新加坡,專科,不拘,0,其他半導體相關業,日班,14,112500,軟體工程師-海外,啟士達科技股份有限公司
軟體,台北市內湖區,碩士,不拘,200,電腦軟體服務業,夜班,0,65179,【MKT】 Thailand Marketing Specialist  (NB02),瑞嘉軟體科技股份有限公司
軟體,新北市三重區,專科,不拘,70,電腦系統整合服務業,日班,4,60000,軟體工程師-10510ZBL02,旭辰資訊股份有限公司
軟體,台北市內湖區,碩士,不拘,20,電腦軟體服務業,日班,0,65000,(資深).NET C# 軟體工程師~參與大型金融開發專案!(可高薪簽約、年薪百萬up),捷通軟體股份有限公司
軟體,新竹縣竹北市,碩士,不拘,0,工商顧問服務業,日班,1,315000,ATE 軟體架構師,台灣聯合東創科技有限公司
軟體,新北市汐止區,大學,不拘,12,電腦系統整合服務業,日班,16,52500,軟體測試工程師,宏智科創股份有限公司
軟體,高雄市楠梓區,專科,不拘,0,自動控制相關業,日班,2,35000,軟體助理工程師,奇犽科技有限公司
軟體,台北市內湖區,碩士,不拘,200,電腦軟體服務業,夜班,3,43189,【MKT】行銷主管助理 / Marketing Operations Assistant (NB02),瑞嘉軟體科技股份有限公司
軟體,台北市大安區,大學,不拘,30,電腦軟體服務業,日班,6,66000,Java軟體工程師,重高科技股份有限公司
軟體,台北市松山區,碩士,不拘,7,電腦軟體服務業,日班,3,43000,軟體工程師,昕睿資訊股份有限公司
軟體,高雄市楠梓區,大學,不拘,10,自動控制相關業,日班,1,40000,軟體工程師,喬禾科技自動化機械有限公司
軟體,台中市北區,碩士,不拘,7,其它軟體及網路相關業,日班,0,41500,專案軟體工程師,悅鼎軟體有限公司
軟體,台北市中正區,大學,不拘,45,電腦軟體服務業,日班,4,60000,軟體工程師,英福達科技股份有限公司
軟體,台北市內湖區,碩士,不拘,200,電腦軟體服務業,夜班,3,55464,【MKT】SEO 專員 / SEO Executive,瑞嘉軟體科技股份有限公司
軟體,新北市中和區,專科,不拘,8,自動控制相關業,日班,2,46500,自控/軟體工程師,菘原科技有限公司
軟體,新北市汐止區,碩士,不拘,13000,電腦軟體服務業,日班,1,30000,T－銀行大型主機Cobol工程師（0-1年經驗可，含職前培訓）（汐止）,緯創軟體股份有限公司
軟體,台中市西屯區,大學,不拘,12,室內設計業,日班,4,40000,(台中西屯) 室內設計師 助理設計師,實貳設計室內裝修有限公司
軟體,雲林縣土庫鎮,碩士,不拘,0,自動控制相關業,日班,10,48000,軟體工程師,良訊科技有限公司
軟體,台北市大安區,碩士,不拘,15,其他金融及輔助業,日班,2,65000,C++軟體工程師,皓德盛科技股份有限公司
軟體,台中市北區,碩士,不拘,7,其它軟體及網路相關業,日班,0,35500,專案軟體工程助理,悅鼎軟體有限公司
軟體,桃園市中壢區,大學,不拘,170,自動控制相關業,日班,6,50500,PC軟體工程師,鴻績工業股份有限公司
軟體,新北市永和區,專科,不拘,0,電腦軟體服務業,日班,7,35000,軟體工程師,道吉科技有限公司
軟體,新北市中和區,碩士,不拘,0,電腦軟體服務業,日班,0,60000,遊戲軟體工程師,龍鵬科技股份有限公司
軟體,台北市南港區,碩士,不拘,0,工商顧問服務業,日班,0,130000,軟體人員,父工投資股份有限公司
軟體,台北市內湖區,碩士,不拘,80,綜合商品批發代理業,日班,0,80000,軟體工程師,順康貿易股份有限公司
軟體,新北市土城區,專科,不拘,200,書籍出版業,夜班,4,37500,軟體部專員,全華圖書股份有限公司
軟體,台北市松山區,碩士,不拘,0,電腦軟體服務業,日班,7,100000,主任軟體工程師,美克資訊有限公司
軟體,新竹市,碩士,不拘,0,電腦軟體服務業,日班,11,35000,Notes Domino/BPM 軟體工程師【竹科】,先宏資訊股份有限公司
軟體,台北市大同區,專科,不拘,20,電腦軟體服務業,日班,0,36000,軟體系統客服人員,眾碩科技股份有限公司
軟體,台中市大肚區,大學,不拘,45,建築工程業,日班,4,62500,建築規劃設計主管或高級專員(薪:4.5~8萬),茂洋建設股份有限公司
軟體,台南市新市區,專科,不拘,50,電腦系統整合服務業,日班,3,48000,軟體工程師(台南),智禾科技股份有限公司
軟體,台南市南區,專科,不拘,0,電腦及其週邊設備製造業,日班,4,37500,軟體工程師,鎧睿國際有限公司
軟體,台北市松山區,大學,不拘,0,其它軟體及網路相關業,日班,10,50000,軟體測試工程師,微巨行動科技股份有限公司
軟體,新北市汐止區,專科,不拘,98,電腦系統整合服務業,日班,3,42500,軟體工程師,宏誌科技股份有限公司
軟體,台中市西屯區,大學,不拘,30,網際網路相關業,日班,6,45000,軟體設計工程師,米粉生活科技有限公司
軟體,台北市松山區,碩士,不拘,60,電腦軟體服務業,日班,0,32000,軟體測試工程師,曜祥網技股份有限公司
軟體,台北市中山區,碩士,不拘,48,電腦軟體服務業,日班,1,36500,QA Engineer／測試工程師（遊戲產品）,DireSoft_德元軟體科技有限公司
軟體,桃園市中壢區,碩士,不拘,0,其它軟體及網路相關業,日班,3,45000,多媒體互動軟體工程師,冠嘉系統科技有限公司
軟體,高雄市小港區,大學,不拘,3000,其他運輸工具及零件製造修配業,日班,1,49500,軟體開發管理師,台船_台灣國際造船股份有限公司
軟體,桃園市桃園區,大學,不拘,20,電腦系統整合服務業,日班,6,47000,軟體專案管理師,洋銘資訊股份有限公司
軟體,台北市內湖區,大學,不拘,115,醫療器材製造業,日班,0,45000,【薪酬福利部】薪酬專員/主任,沃醫學股份有限公司
軟體,台中市北屯區,大學,不拘,500,餐館業,日班,0,45000,"【森森燒肉總公司】資訊專員 -  薪資依職級35,000~55,000",森森燒肉股份有限公司
軟體,台北市中正區,碩士,不拘,0,電腦軟體服務業,日班,0,45000,手動軟體測試SQA [03],智滙科技股份有限公司
軟體,新北市中和區,專科,不拘,13,電腦軟體服務業,日班,5,36500,ERP軟體助理工程師,和易資訊有限公司
軟體,台北市中正區,碩士,不拘,70,電腦軟體服務業,日班,10,2400000,[RD] SaaS 軟體研發主管 Software Engineer Manager,慧景科技股份有限公司
軟體,桃園市平鎮區,專科,不拘,150,其他電子零組件相關業,日班,3,60000,軟體設計工程師,欣竑科技有限公司
軟體,新竹縣竹北市,碩士,不拘,20,IC設計相關業,日班,1,70000,Windows 工具軟體研發工程師,英商美棣有限公司台灣分公司
軟體,台北市內湖區,大學,不拘,30,電腦軟體服務業,日班,3,1000000,軟體工程師Software Design Engineer,RADIANT KNIGHT LIMITED_薩摩亞商耀爵有限公司台灣分公司
軟體,新北市五股區,專科,不拘,3600,檢測技術服務,夜班,4,67500,IOT 軟體工程師,SGS _ 台灣檢驗科技股份有限公司
軟體,台北市中山區,碩士,不拘,8,電腦軟體服務業,日班,4,450000,儲備軟體專案管理師 / 軟體專案助理,時賦科技有限公司
軟體,台北市內湖區,大學,不拘,30,其它軟體及網路相關業,日班,7,50000,Android/Linux 軟體工程師,禾麟數碼科技股份有限公司
軟體,桃園市龜山區,碩士,不拘,0,電腦軟體服務業,日班,7,57500,軟體工程師,展市華科技有限公司
軟體,台北市中山區,碩士,不拘,19,電腦軟體服務業,日班,0,220,行政工讀生,大數軟體有限公司
軟體,台北市中正區,碩士,不拘,3583,餐館業,夜班,0,60000,軟體系統工程師,日商_亞洲藏壽司股份有限公司
軟體,新竹市,碩士,不拘,150,電腦軟體服務業,日班,10,35000,軟體工程師(新竹),華苓科技股份有限公司
軟體,新竹縣新埔鎮,碩士,不拘,0,光電產業,日班,3,70000,"軟體工程師(C#, Python, Labview)",博隆精密科技股份有限公司
軟體,台北市中山區,碩士,不拘,250,電腦軟體服務業,日班,2,37500,軟體訓練師(台北),文中資訊股份有限公司
軟體,桃園市中壢區,專科,不拘,170,自動控制相關業,日班,12,55500,PLC軟體工程師,鴻績工業股份有限公司
軟體,台北市中山區,碩士,不拘,0,電腦軟體服務業,日班,11,58500,後端軟體工程師(Java),沐創資訊有限公司
軟體,新北市新莊區,碩士,不拘,0,電力機械器材製造修配業,日班,7,50000,軟體工程師,知洋科技股份有限公司
軟體,雲林縣土庫鎮,碩士,不拘,0,自動控制相關業,日班,11,48000,軟體工程師,竣聯科技股份有限公司
軟體,台北市內湖區,大學,不拘,200,電腦軟體服務業,夜班,0,86823,【DBA】MySQL / SQL Server DBA  資料庫管理工程師 (OB03),瑞嘉軟體科技股份有限公司
軟體,台北市信義區,碩士,不拘,20,電腦軟體服務業,日班,0,70000,iOS App Developer 大型金融客戶! (可高薪簽約、年薪百萬up),捷通軟體股份有限公司
軟體,台北市中山區,碩士,不拘,48,其它軟體及網路相關業,日班,4,64988,區塊鏈軟體研發工程師,區塊科技股份有限公司
軟體,新竹縣湖口鄉,碩士,不拘,40,其他半導體相關業,日班,5,67000,軟體工程師,衡碁科技股份有限公司
軟體,台北市萬華區,碩士,不拘,40,電腦軟體服務業,日班,8,43000,Java軟體工程師(台北),景佳科技有限公司
軟體,新北市土城區,大學,不拘,95,金屬加工用機械製造修配業,夜班,2,55000,軟體工程師,先鋒機械股份有限公司
軟體,台南市新市區,碩士,不拘,13000,電腦軟體服務業,日班,0,36500,T－四班二輪維運工程師（台南）,緯創軟體股份有限公司
軟體,新北市板橋區,大學,不拘,20,電腦軟體服務業,日班,0,38000,軟體-軟體助理工程師,美綠國際股份有限公司
軟體,新竹市,碩士,不拘,13000,電腦軟體服務業,日班,0,34000,T－OA Helpdesk 駐廠工程師（新竹 / 桃園 / 台南）,緯創軟體股份有限公司
軟體,桃園市桃園區,專科,不拘,25,電腦軟體服務業,日班,6,110000,遊戲後端工程師【桃園】,香港商天宏軟體製作有限公司台灣分公司
軟體,新北市汐止區,碩士,不拘,130,汽車及其零件製造業,日班,3,45000,軟體工程師,宗盈國際科技股份有限公司(緯創集團)
軟體,台南市安平區,碩士,不拘,5,電腦軟體服務業,日班,2,40000,程式軟體工程師,威佳科技有限公司
軟體,台北市內湖區,碩士,不拘,20,電腦軟體服務業,日班,0,60000,(資深)Front-end 前端工程師,捷通軟體股份有限公司
硬體,高雄市大寮區,碩士,不拘,40,金屬結構及建築組件製造業,日班,0,40000,雷射切割技術人員,宇建形象有限公司
硬體,新竹縣竹北市,專科,1–3年,330,其他半導體相關業,日班,0,36000,測試工程師(夜班),雍智科技股份有限公司
硬體,新北市中和區,碩士,不拘,30,電腦系統整合服務業,日班,6,35000,電腦硬體工程師,凱穩電子股份有限公司
硬體,桃園市桃園區,碩士,不拘,0,電腦軟體服務業,日班,0,150000,硬體工程師(Hardware Engineer),八達有限公司
硬體,新北市汐止區,碩士,不拘,50,消費性電子產品製造業,日班,3,60000,硬體工程師,禾蒼科技股份有限公司
硬體,新竹縣竹北市,大學,不拘,50,消費性電子產品製造業,夜班,1,1250000,硬體工程師,好樣科技有限公司
硬體,新竹市,大學,不拘,1000,半導體製造業,夜班,4,66000,RA硬體開發工程師,久元電子股份有限公司
硬體,新加坡,專科,不拘,0,其他半導體相關業,日班,12,112500,硬體產品工程師-海外,啟士達科技股份有限公司
硬體,新竹市,碩士,不拘,0,半導體製造業,日班,7,80000,系統硬體研發工程師,伊士博國際商業股份有限公司
硬體,台南市新市區,專科,不拘,70,其他電子零組件相關業,日班,0,55000,【Vusion】硬體工程師,龍亭新技股份有限公司
硬體,新北市新店區,碩士,不拘,19,通訊機械器材相關業,日班,0,62500,系統硬體開發工程師,翔探科技股份有限公司
硬體,台中市大里區,大學,不拘,0,人力仲介代徵,日班,0,60000,【台中】 硬體研發工程師,布魯斯人事顧問有限公司
硬體,新竹市,碩士,不拘,70,其他半導體相關業,日班,0,45000,北部半導體業務專員 【年薪14~16個月/ 無經驗可】,欣陽電機有限公司
硬體,桃園市觀音區,碩士,不拘,70,塑膠製品製造業,日班,0,34000,品保人員,基祐企業股份有限公司
硬體,桃園市龍潭區,碩士,不拘,0,電腦及其週邊設備製造業,日班,4,48000,硬體工程師,強鋒科技有限公司
硬體,南投縣竹山鎮,碩士,不拘,0,醫院,日班,0,34500,資訊(硬體)助理專員,東華醫院
硬體,台北市內湖區,專科,不拘,77,電腦軟體服務業,夜班,0,55000,RF 硬體工程師,新誼整合科技股份有限公司
硬體,台中市西屯區,專科,不拘,0,電腦軟體服務業,日班,7,30000,硬體工程師,昱展智雲股份有限公司
硬體,桃園市龜山區,專科,不拘,22,電腦系統整合服務業,日班,3,43000,硬體工程師,三恆科技有限公司
硬體,屏東縣獅子鄉,專科,不拘,1400,土木工程業,日班,3,35000,客服人員(屏東鯉龍山人文紀念館),皆豪實業股份有限公司
硬體,台北市大安區,碩士,不拘,0,廣告行銷公關業,日班,0,35000,電商營運助理 [歡迎新鮮人，無經驗可],大數行銷有限公司
硬體,台北市內湖區,專科,不拘,90,電腦系統整合服務業,日班,0,40000,硬體助理工程師,昱樺科技股份有限公司
