職務類別,工作地區,學歷要求,工作經驗,公司規模,產業類別,上班時間,需求技能數量,薪資,職缺名稱,公司名稱
人資,苗栗縣後龍鎮,碩士,不拘,170,其他食品製造業,日班,3,41000,HR人力資源專員（教育訓練/文管）,臺灣苗栗捲煙廠股份有限公司
人資,新北市板橋區,專科,不拘,10,廣告行銷公關業,日班,0,39000,人力資源專員,千鑫科技股份有限公司
人資,台北市南港區,大學,不拘,18,電腦軟體服務業,日班,3,40000,人資行政專員Human Resources administration,聚典資訊股份有限公司
人資,台中市北區,碩士,不拘,60,建築工程業,日班,0,40000,人力資源管理師/資深人資專員,宮源營造工程股份有限公司
人資,台中市沙鹿區,專科,不拘,30,普通航空業,日班,0,40000,人力資源管理師 Human Resources Specialist (有Full Function HR工作經驗者佳),台灣海力航空股份有限公司
人資,新北市中和區,碩士,不拘,7,藥品／化妝品及清潔用品零售業,日班,4,38000,人資專員/HR,晶鴻生醫國際股份有限公司
人資,桃園市桃園區,碩士,不拘,50,飲料店業,日班,3,40000,人力資源管理師｜HR Generalist,三億茶事業股份有限公司
人資,桃園市龍潭區,大學,不拘,290,化妝品製造業,夜班,5,35000,人資夥伴 (HR Partner),歐萊德國際股份有限公司
人資,台北市大安區,碩士,不拘,50,餐館業,夜班,3,37000,總公司-人力資源專員,紅花鐵板燒_雙印食品有限公司
人資,台中市太平區,大學,不拘,160,塑膠製品製造業,日班,7,37500,人力資源專員,品茂塑膠工業股份有限公司
人資,台中市大雅區,大學,不拘,70,建材／傢俱批發業,日班,3,49000,人力資源管理師（Full Function／熟勞動法規）,九灃興業股份有限公司
人資,新北市新店區,專科,不拘,0,百貨相關業,日班,3,42000,人資專員,知音文創產業股份有限公司
人資,台中市西區,專科,不拘,15,診所,日班,0,35000,人力資源管理師,好康復健科診所
人資,桃園市中壢區,專科,不拘,600,其他餐飲業,夜班,2,33000,(總部)人力資源專員,麥味登、炸鷄大獅、REAL真‧烘焙、涮金鍋、檳城煎蕊_揚秦國際企業股份有限公司
人資,台北市信義區,大學,不拘,600,餐館業,夜班,4,52500,【阿爾法餐飲 | 集團總部 】人力資源專員,阿爾法餐飲股份有限公司
人資,台南市永康區,大學,不拘,850,汽車及其零件製造業,日班,2,35000,G003 人力資源管理師(定期),皇田工業股份有限公司
人資,台北市中山區,大學,不拘,3600,補習班,夜班,0,32500,M011-人力資源專員(招募管理),何嘉仁國際文教團隊_何嘉仁文教事業股份有限公司
人資,新北市土城區,大學,不拘,179,空調水機電工程業,日班,2,38000,人力資源專員(新北土城),永龍企業股份有限公司
人資,台北市信義區,大學,不拘,40,其他零售業,日班,0,37500,人資行政專員｜HR & Admin Specialist,艾克市股份有限公司
人資,新北市汐止區,碩士,不拘,70,綜合商品批發代理業,夜班,3,34000,HR-人資助理,自家股份有限公司
人資,台中市梧棲區,專科,不拘,120,醫療器材製造業,日班,2,31250,人力資源管理師/專員,杏合生醫股份有限公司台中分公司
人資,桃園市龍潭區,專科,不拘,50,農／畜／水產品批發業,日班,0,36000,HR人資專員,大元光鮮有限公司
人資,台南市安定區,碩士,不拘,42,食品什貨批發業,日班,0,40000,«蔚旭WESH總部» HR人資主管,益佳食品有限公司
企劃,台中市東區,專科,不拘,40,專用生產機械製造修配業,日班,6,37000,行銷企劃,塑懋機械有限公司
企劃,新竹縣竹北市,碩士,不拘,5,工商顧問服務業,日班,2,40000,行銷企劃,睿圖教育科技有限公司
企劃,台中市北區,碩士,不拘,15,食品什貨零售業,日班,5,47500,企劃專員,茶好玩有限公司
企劃,台北市大安區,碩士,不拘,8,廣告行銷公關業,日班,0,37500,剪輯企劃,步步升有限公司
企劃,新竹縣湖口鄉,大學,不拘,28,殯葬服務業,日班,10,40000,企劃人員,長生天生命園區_長生天國際事業股份有限公司
企劃,台北市松山區,碩士,不拘,70,廣告行銷公關業,日班,0,40500,文案企劃,奧斯曼數位行銷有限公司
企劃,桃園市中壢區,碩士,不拘,25,藥品／化妝品及清潔用品零售業,日班,0,37500,行銷企劃,汶紳美業有限公司
企劃,台北市信義區,專科,不拘,10,不動產經營業,日班,4,40000,活動企劃,弘鉅廣告股份有限公司
企劃,台北市內湖區,大學,不拘,15,藝文服務業,夜班,2,36000,展覽企劃,尊彩國際藝術有限公司
企劃,高雄市鳳山區,專科,不拘,15,廣告行銷公關業,日班,3,49000,專案企劃,相信創意有限公司
企劃,高雄市三民區,碩士,不拘,25,廣告行銷公關業,日班,3,37500,企劃小編,立麒數位文創有限公司
企劃,桃園市蘆竹區,專科,不拘,10,綜合商品批發代理業,日班,5,44500,行銷企劃,璽德股份有限公司
企劃,新北市新莊區,碩士,不拘,40,廣告行銷公關業,夜班,0,625000,企劃,啟點行銷股份有限公司
企劃,新北市新店區,專科,不拘,5,工商顧問服務業,日班,0,45000,行銷企劃,買多多電商有限公司
企劃,台中市烏日區,碩士,不拘,10,廣告行銷公關業,日班,0,30000,活動企劃,諾曼地創意行銷有限公司
企劃,高雄市岡山區,專科,不拘,30,建材／傢俱零售業,日班,4,40500,行銷企劃,橘家床墊有限公司
企劃,台北市大安區,碩士,不拘,1300,證券及期貨業,日班,0,40500,全方位數位服務專員(中班)(需備證券業務員資格)(數位營運中心)_I00026324,國泰綜合證券股份有限公司
企劃,新竹市,大學,不拘,90,建材／傢俱批發業,日班,3,75000,【軟裝家配師｜新竹】平均7–8萬｜歡迎挑戰高薪｜提供專業培訓,晴天家具有限公司
企劃,新北市新店區,大學,不拘,8,綜合商品批發代理業,日班,8,44000,行銷企劃,靚陽國際有限公司
企劃,新北市中和區,碩士,不拘,0,廣告行銷公關業,日班,5,39000,執行企劃,鉦輝有限公司
企劃,台中市西區,碩士,不拘,6,工商顧問服務業,日班,6,40000,品牌社群企劃,共享生活有限公司
企劃,台中市西區,碩士,不拘,10,專門設計相關業,日班,5,45000,策略企劃,生活起物有限公司
企劃,台北市中山區,專科,不拘,15,社會福利服務業,日班,6,40000,企劃主管,漸凍人協會_中華民國運動神經元疾病病友協會
企劃,台北市內湖區,專科,不拘,80,百貨相關業,日班,3,32500,行銷企劃助理,新各界企業有限公司
企劃,新北市新店區,專科,不拘,5,工商顧問服務業,日班,0,42500,活動企劃,買多多電商有限公司
企劃,台中市西區,專科,不拘,330,書籍出版業,夜班,6,33000,行銷企劃專員(台中),敦煌書局股份有限公司
企劃,桃園市桃園區,大學,不拘,0,室內設計業,夜班,5,2900,行銷企劃,恆星室內裝修設計有限公司
企劃,新北市板橋區,專科,不拘,15,建物裝修及裝潢業,日班,7,600000,行銷企劃,享家空間設計室內裝修有限公司
企劃,高雄市三民區,專科,不拘,0,多媒體傳播相關業,日班,4,40000,行銷企劃,花龍形象整合有限公司
企劃,高雄市鳳山區,碩士,不拘,50,空調水機電工程業,日班,0,37500,行銷企劃,連祥生活科技有限公司
企劃,台中市西屯區,碩士,不拘,15,廣告行銷公關業,日班,3,36000,活動企劃人員,瓦當麥可活動整合股份有限公司
企劃,台北市大安區,專科,不拘,75,建材／傢俱批發業,日班,11,50000,急徵~行銷企劃,興立富實業股份有限公司
企劃,新北市樹林區,碩士,不拘,0,美容／美體業,日班,4,43000,企劃專員,許莉伶國際美容有限公司
企劃,台北市松山區,專科,不拘,43,書籍出版業,日班,3,34750,行銷企劃,大塊文化出版股份有限公司
企劃,新北市五股區,碩士,不拘,10,多媒體傳播相關業,日班,3,44000,企劃編導,哈囉您好有限公司
企劃,台北市松山區,專科,不拘,95,廣告行銷公關業,日班,0,45000,活動企劃(SAE),域動行銷股份有限公司
企劃,台中市西屯區,大學,不拘,10,其他商品批發業,日班,3,50000,行銷／企劃,眾星數位科技股份有限公司
企劃,台中市北屯區,專科,不拘,0,建築工程業,日班,0,32250,社區活動企劃人員,大毅建設股份有限公司
企劃,台北市信義區,專科,不拘,100,鞋類／布類／服飾品零售業,日班,0,36000,精品服飾銷售人員(Simon Rocha-信義遠百A13),喜事集團_双喜國際時尚股份有限公司
企劃,台北市大安區,專科,不拘,20,建材／傢俱批發業,日班,6,38500,社群行銷企劃 / 行銷企劃助理,台灣積木有限公司
企劃,新北市新莊區,碩士,不拘,180,飲料製造業,日班,4,35000,企劃專員,廣吉食品股份有限公司
企劃,台北市內湖區,碩士,不拘,20,鞋類／布類／服飾品零售業,日班,0,67500,行銷企劃,Dèlain by CJA_僑懿高級訂製服飾有限公司
企劃,桃園市中壢區,大學,不拘,10,工商顧問服務業,日班,6,37500,新媒體企劃專員,初二行銷諮詢有限公司
企劃,台中市南區,碩士,不拘,0,網際網路相關業,日班,0,35000,企劃助理,秦創科技有限公司
企劃,台中市烏日區,碩士,不拘,30,其他金屬相關製造業,日班,6,44000,行銷企劃,鎂迪企業股份有限公司
企劃,台中市西區,碩士,不拘,10,餐館業,日班,0,32250,行銷企劃,小麥所日式居酒屋_麥町商行
企劃,台南市學甲區,碩士,不拘,25,宗教組織,日班,2,30000,企劃組管理員,財團法人臺灣省臺南縣學甲慈濟宮
企劃,台北市內湖區,專科,不拘,80,百貨相關業,日班,3,32500,行銷企劃,新各界企業有限公司
企劃,台北市內湖區,大學,不拘,206,其他餐飲業,夜班,5,40000,岩島成行銷企劃,岩島成股份有限公司
企劃,台北市中山區,專科,不拘,0,婚紗服務業,日班,4,52000,企劃人員 Brand & Content Producer,e時尚婚紗攝影_森林婚紗有限公司
企劃,新北市新莊區,專科,不拘,9,機車及其零件製造業,日班,6,40000,社群行銷企劃,Reveno_板揚國際開發股份有限公司
企劃,新北市新莊區,碩士,不拘,15,綜合商品批發代理業,日班,3,39000,影音行銷企劃,尚羽整合行銷有限公司
企劃,台北市內湖區,碩士,不拘,138,其他商品批發業,日班,4,40000,行銷企劃,UCC咖啡_優仕咖啡股份有限公司
企劃,台北市中正區,碩士,不拘,9,室內設計業,日班,0,43000,行銷企劃,續作室內裝修設計工程有限公司
企劃,新北市新店區,碩士,不拘,300,餐館業,日班,0,52500,【總部】品牌行銷專案主任,同賞宴股份有限公司
企劃,桃園市桃園區,專科,不拘,40,補習班,夜班,2,44000,行銷企劃人員,奧斯汀美語_私立總部奧斯汀美語作文短期補習班
企劃,台北市大安區,碩士,不拘,0,其他食品製造業,日班,0,57500,企劃,菓風食品實業有限公司
企劃,高雄市岡山區,碩士,不拘,10,廣告行銷公關業,日班,7,36000,行銷企劃,樂依沐有限公司
企劃,台北市中山區,碩士,不拘,8,廣告行銷公關業,日班,7,35000,行銷企劃,元越有限公司
企劃,台北市大安區,碩士,不拘,5,診所,日班,2,36000,企劃,丰耀診所(籌備處)
企劃,台北市大安區,專科,不拘,6,其他教育服務業,日班,9,38000,行銷企劃,思展數位探索股份有限公司
企劃,嘉義縣太保市,碩士,不拘,0,休閒服務業,日班,4,37000,樂園企劃專員,金獎創意行銷有限公司太保營運處
企劃,新北市板橋區,碩士,不拘,6,多媒體傳播相關業,日班,6,43000,短影音企劃執行,救火隊影像製作有限公司
企劃,台北市大安區,專科,不拘,7,不動產經營業,日班,4,47500,行銷企劃,優潤家股份有限公司
企劃,台北市松山區,大學,不拘,200,電腦及其週邊設備製造業,日班,0,41500,行銷企劃,宜誠資訊股份有限公司
企劃,新竹市,大學,不拘,40,廣告行銷公關業,日班,0,40500,行銷企劃/活動企劃,奈克廣告創意行銷有限公司
企劃,桃園市桃園區,碩士,不拘,40,鞋類／布類／服飾品批發業,日班,3,40000,行銷企劃專員,展翼實業股份有限公司
企劃,台中市西區,專科,不拘,50,職業團體,日班,0,34000,行政企劃人員,YMCA_社團法人台中市基督教青年會
企劃,嘉義市,碩士,不拘,5,印刷業,日班,0,30000,行銷企劃,思惟品牌美學設計
企劃,台北市中正區,專科,不拘,15,網際網路相關業,日班,5,35000,內容企劃,桑河數位科技股份有限公司
企劃,台中市太平區,專科,不拘,12,食品什貨零售業,日班,2,60000,中區通路行銷業務,無事嚴選食材有限公司
企劃,台北市大安區,專科,不拘,30,美容／美體業,日班,10,36000,行銷企劃人員,薇朵漾顧問有限公司
企劃,新北市中和區,大學,不拘,500,電腦軟體服務業,夜班,4,42500,遊戲企劃,宇峻奧汀科技股份有限公司
企劃,台北市中山區,專科,不拘,40,糖果點心製造業,日班,0,41500,OMO行銷企劃,元祖實業股份有限公司
企劃,台北市信義區,碩士,不拘,50,廣告行銷公關業,日班,4,34000,策略企劃部 助理/專員,展逸國際企業股份有限公司
企劃,台中市北屯區,碩士,不拘,30,其他商品批發業,日班,0,35000,行銷企劃,冠宇數位科技股份有限公司
企劃,台北市中山區,專科,不拘,0,專門設計相關業,日班,3,42500,台北所｜企劃文案,同心圓設計有限公司
企劃,台北市大安區,大學,不拘,15,農藝及園藝業,日班,0,41000,行銷企劃人員,文華國際花苑股份有限公司
企劃,新北市板橋區,碩士,不拘,10,其他不動產業,日班,11,40000,社群企劃,共好年代廣告行銷股份有限公司
企劃,台北市中山區,碩士,不拘,1600,人身保險業,日班,0,39000,社群企劃人員_總公司,磊山保險經紀人股份有限公司
企劃,台北市信義區,專科,不拘,30,電腦軟體服務業,日班,3,35000,數位行銷企劃,勢流科技股份有限公司
企劃,台中市西屯區,大學,不拘,30,生化科技研發業,日班,3,44000,行銷企劃專員,英霈斯生物科技有限公司
企劃,台中市南屯區,碩士,不拘,3,其他醫療保健服務業,日班,0,40000,社群企劃,晉博生物科技有限公司
企劃,新竹市,碩士,不拘,3,廣告行銷公關業,夜班,0,38000,美編、企劃人員,想初心有限公司
企劃,台北市內湖區,專科,不拘,10,專門設計相關業,日班,8,38500,行銷企劃,好的開始創意國際有限公司
企劃,台北市大安區,專科,不拘,6,旅遊服務業,日班,4,42500,旅遊行銷企劃,至專假日旅行社股份有限公司
企劃,高雄市苓雅區,碩士,不拘,9,工商顧問服務業,日班,0,40000,網路行銷企劃,智感國際顧問有限公司
企劃,桃園市龍潭區,碩士,不拘,10,藝文服務業,日班,3,38000,企劃專員,洄游創生有限公司
企劃,台北市中山區,大學,不拘,160,旅遊服務業,日班,0,37500,行銷企劃,旅天下聯合國際旅行社股份有限公司
企劃,台北市大安區,專科,不拘,25,廣告行銷公關業,日班,0,35000,企劃執行,普陽廣告股份有限公司
企劃,新北市三重區,碩士,不拘,50,其他餐飲業,日班,5,36000,行銷企劃 人員,特里股份有限公司
企劃,台北市中正區,大學,不拘,400,工商顧問服務業,夜班,1,41500,M1-行銷企劃,財團法人中衛發展中心
企劃,台北市大安區,專科,不拘,10,廣告行銷公關業,日班,0,43500,專案/活動企劃,特智有限公司
企劃,台中市西屯區,專科,不拘,0,食品什貨零售業,日班,2,42500,KOL行銷企劃,食科院國際股份有限公司
企劃,屏東縣屏東市,碩士,不拘,0,數位內容產業,日班,5,35000,專案企劃,階梯影像製作有限公司
企劃,台北市內湖區,大學,不拘,20,書籍出版業,日班,0,36000,行銷企劃,青林國際出版股份有限公司
企劃,台中市北屯區,碩士,不拘,4,藥品／化妝品及清潔用品零售業,日班,8,33000,行銷企劃,安綠雅有限公司
企劃,新北市汐止區,大學,不拘,130,食品什貨批發業,日班,0,40000,行銷企劃專員,艾澌克企業股份有限公司
企劃,台中市烏日區,專科,不拘,0,其他相關製造業,日班,4,42500,品牌企劃人員,慶鑫食品有限公司
企劃,台中市南區,大學,不拘,0,社會福利服務業,日班,4,40500,公共事務部-行銷企劃,社團法人台灣全民食物銀行協會
企劃,台北市中山區,大學,不拘,0,廣告行銷公關業,日班,0,42500,專案企劃,創藝傳媒股份有限公司
企劃,台北市大安區,碩士,不拘,28,數位內容產業,日班,3,35500,活動企劃,智趣王數位科技股份有限公司
企劃,新北市五股區,碩士,不拘,10,其他相關製造業,日班,0,45000,商品企劃,金雀文創有限公司
企劃,台北市中山區,碩士,不拘,150,食品什貨批發業,夜班,5,42500,酒類行銷企劃,酒條通有限公司
企劃,基隆市中正區,碩士,不拘,50,餐館業,日班,4,35000,行銷企劃,大聚休閒管理顧問股份有限公司
企劃,新北市新店區,碩士,不拘,0,診所,日班,0,45000,行銷企劃,101SKIN晶漾診所
企劃,高雄市新興區,碩士,不拘,13,其他商品批發業,日班,2,32500,企劃執行,慧穎生醫股份有限公司
企劃,台北市南港區,碩士,不拘,200,多媒體傳播相關業,夜班,1,45000,AI Solution 媒體企劃,台北數位集團_台北數位廣告股份有限公司
企劃,台北市大同區,碩士,不拘,0,廣告行銷公關業,日班,4,42500,行銷企劃,神策品牌顧問有限公司
企劃,台北市松山區,專科,不拘,30,藥品／化妝品及清潔用品零售業,日班,0,40000,【SAWAA】行銷企劃助理,SAWAA_帝光國際企業有限公司
企劃,台中市北區,碩士,不拘,32,鞋類／布類／服飾品零售業,日班,4,32500,行銷企劃,CAMMADE_天煜服裝有限公司
企劃,台北市信義區,碩士,不拘,100,網際網路相關業,日班,3,45000,SEO行銷企劃,偉利科技股份有限公司
企劃,台北市中正區,碩士,不拘,30,廣告行銷公關業,日班,2,48999,行銷企劃專員,汎古數位媒體行銷股份有限公司
企劃,新北市中和區,專科,不拘,15,廣告行銷公關業,日班,0,34000,活動企劃助理,豪萬整合行銷有限公司
企劃,台北市文山區,專科,不拘,8,專門設計相關業,日班,5,37500,活動企劃人員,風禾創藝有限公司
企劃,台北市中山區,大學,不拘,50,數位內容產業,日班,3,50000,行銷企劃  / Marketing Planner,禾多移動多媒體股份有限公司
企劃,台中市北區,專科,不拘,21,網際網路相關業,日班,4,45000,網站行銷企劃PM,覺醒設計有限公司
企劃,台北市中山區,專科,不拘,9,室內設計業,日班,0,43000,品牌/網路行銷企劃,爾聲空間設計有限公司
企劃,新北市三重區,專科,不拘,70,餐館業,日班,3,40000,【門前隱味】行銷企劃,門前隱味_美無聊商號股份有限公司
企劃,台北市大安區,碩士,不拘,6,廣告行銷公關業,日班,4,32000,文案企劃,王子創意整合行銷有限公司
企劃,新北市中和區,碩士,不拘,15,廣告行銷公關業,日班,0,36500,活動企劃,左右國際股份有限公司
企劃,新竹縣竹北市,碩士,不拘,20,美容／美體業,日班,5,40000,【竹北】行銷企劃專員,杉杏國際有限公司
企劃,新北市蘆洲區,碩士,不拘,4,舞台架設及視聽工程業,日班,4,37500,活動企劃,鉅富創意行銷有限公司
企劃,台中市西區,碩士,不拘,100,建築工程業,夜班,7,39000,企劃專員,東盟營造股份有限公司
企劃,台中市北屯區,碩士,不拘,12,診所,夜班,5,47500,企劃美編,萊賦美學診所
企劃,台中市西屯區,碩士,不拘,80,金屬家具及裝設品製造業,日班,3,37500,行銷企劃人員,天鋼事業股份有限公司
企劃,彰化縣和美鎮,碩士,不拘,151,醫院,日班,7,43500,企劃秘書,道周醫療社團法人道周醫院
企劃,新竹縣竹北市,大學,不拘,8,廣告行銷公關業,日班,12,40000,網路行銷企劃,里奧整合行銷有限公司
企劃,桃園市桃園區,碩士,不拘,0,電腦及其週邊設備製造業,日班,3,40000,數位行銷企劃,墨非三維製造有限公司
企劃,新北市中和區,碩士,不拘,30,消費性電子產品製造業,日班,4,44000,行銷企劃專員,博威電通有限公司
企劃,彰化縣彰化市,碩士,不拘,15,其他食品製造業,日班,1,33500,行銷企劃,歐可茶葉科技有限公司
企劃,台北市松山區,碩士,不拘,50,數位內容產業,夜班,3,60000,企劃編輯主管,捷喜多媒體數位股份有限公司
企劃,台中市西區,碩士,不拘,0,電腦軟體服務業,日班,3,40000,行銷企劃執行 / 活動企劃執行,鉅遊國際整合行銷有限公司
企劃,新北市板橋區,碩士,不拘,10,網際網路相關業,日班,4,42000,網路行銷企劃,吉爾集思數位行銷有限公司
企劃,新北市新莊區,高中以下,不拘,15,綜合商品批發代理業,日班,0,40000,網路企劃專員,尚羽整合行銷有限公司
企劃,台北市大安區,碩士,不拘,8,綜合商品批發代理業,日班,5,47500,品牌行銷企劃專員,潤橙實業有限公司
企劃,新北市中和區,高中職,不拘,20,網際網路相關業,日班,6,57500,行銷企劃經理,佳盛科技有限公司
UI設計,台中市西屯區,專科,不拘,0,其它軟體及網路相關業,日班,2,42500,UI/UX設計師,日新技術有限公司
UI設計,台北市內湖區,碩士,不拘,0,廣告行銷公關業,日班,3,36000,UI設計師,向陽創新設計有限公司
UI設計,台北市松山區,專科,不拘,80,電腦軟體服務業,日班,2,50000,【校園博覽會專區 】初級遊戲UI設計師,彩虹互動科技有限公司
UI設計,台北市松山區,專科,不拘,28,網際網路相關業,夜班,4,52500,Mid-Level ～ Senior UI 設計師,果思設計股份有限公司
UI設計,新北市中和區,大學,不拘,20,網際網路相關業,日班,2,50000,UI設計師,淞泊科技有限公司
UI設計,台中市西區,大學,不拘,0,網際網路相關業,日班,4,47500,UI/UX設計師,昊鑫騰達有限公司
UI設計,台北市信義區,碩士,不拘,60,人力派遣服務,日班,1,75000,遊戲UI設計師（Game UI Artist）,夢幻互娛國際有限公司
UI設計,新北市中和區,碩士,不拘,30,其它軟體及網路相關業,日班,0,38000,【行銷創意部】UI設計師(中和),天晴資訊有限公司
UI設計,台北市內湖區,大學,不拘,14,網際網路相關業,日班,4,40000,UI 設計師 / 網頁設計師  UI Designer / Web Designer,邦迅科技有限公司
UI設計,台中市西屯區,碩士,不拘,40,其它軟體及網路相關業,日班,3,42500,UI/UX設計師,珷琚科技有限公司
UI設計,台中市北屯區,碩士,不拘,30,其他商品批發業,日班,4,38500,APP UI設計師,冠宇數位科技股份有限公司
UI設計,高雄市橋頭區,專科,不拘,60,電腦軟體服務業,夜班,7,29750,UI 設計/前端實習生 (在學）,宥倍實業股份有限公司
UI設計,台北市中山區,碩士,不拘,16,綜合商品批發代理業,夜班,4,45000,UI / UX 設計師,大銀科技股份有限公司
UI設計,台北市內湖區,碩士,不拘,80,電腦軟體服務業,夜班,2,52500,遊戲UI設計師,百阜科技股份有限公司
UI設計,台南市安南區,碩士,不拘,21,網際網路相關業,日班,4,42500,WordPress 網頁設計師（UX / UI 設計師）,艾斯伊歐網路行銷工作室
UI設計,台北市內湖區,碩士,不拘,14,網際網路相關業,日班,3,37500,初階 UI 設計專員   Junior UI Designer,邦迅科技有限公司
UI設計,台北市信義區,碩士,不拘,0,網際網路相關業,日班,4,37500,網頁設計,星至澄資訊有限公司
UI設計,台北市內湖區,碩士,不拘,100,電腦軟體服務業,日班,5,40000,UI/UX產品設計師,翰霖科技資訊股份有限公司
UI設計,高雄市前鎮區,大學,不拘,92,網際網路相關業,日班,1,37500,美術設計師(UI介面設計),智樂堂網路股份有限公司
UI設計,台北市內湖區,碩士,不拘,99,多媒體傳播相關業,夜班,0,44000,UI 美術設計,華義國際數位娛樂股份有限公司
UI設計,台中市西屯區,碩士,不拘,0,電腦系統整合服務業,日班,0,40000,UI/UX設計師,庠菻有限公司(籌備處)
UI設計,台北市松山區,大學,不拘,20,電腦軟體服務業,日班,4,52500,UI美術設計師,昇智科技有限公司
UI設計,台中市北區,碩士,不拘,10,廣告行銷公關業,夜班,4,42000,【台中】網頁設計師,利聚數位行銷有限公司
UI設計,台中市烏日區,碩士,不拘,70,綜合商品批發代理業,夜班,8,40000,網頁視覺設計師 / UI設計師,荷蘭Poll-tex_台灣普特絲有限公司
UI設計,台南市東區,專科,不拘,30,其他教育服務業,夜班,3,37000,平面設計專員,GOSTUDY_世界學人國際文教股份有限公司
UI設計,台中市西屯區,大學,不拘,30,網際網路相關業,日班,0,45000,UIUX網頁設計師,米粉生活科技有限公司
UI設計,台中市西屯區,專科,不拘,20,網際網路相關業,日班,7,47500,網頁設計師,磐弈有限公司
UI設計,台北市中正區,碩士,不拘,20,電腦軟體服務業,日班,0,40000,遊戲介面(UI)設計,玩喵有限公司
UI設計,台北市內湖區,碩士,不拘,30,電腦軟體服務業,日班,0,80000,UI設計師/資深設計師,菲律賓商加文創投有限公司台灣分公司
UI設計,新北市三重區,大學,不拘,500,其他零售業,夜班,6,37500,UIUX 設計師,三貝德數位文創股份有限公司
UI設計,桃園市龜山區,碩士,不拘,100,家庭電器／設備及用品批發業,日班,0,42000,視覺設計師,宜安家具股份有限公司
UI設計,新北市新店區,碩士,不拘,0,綜合商品批發代理業,日班,0,65000,網頁設計,奧維企業股份有限公司
UI設計,台北市松山區,專科,不拘,80,電腦軟體服務業,日班,2,80000,高級遊戲UI設計師,彩虹互動科技有限公司
UI設計,台北市中山區,大學,不拘,0,旅遊服務業,日班,8,37500,美編設計,千陽號旅行社有限公司
UI設計,台北市內湖區,碩士,不拘,80,電腦系統整合服務業,夜班,6,45500,網頁設計師 UI/UX,QSAN_廣盛科技股份有限公司
UI設計,台北市松山區,碩士,不拘,0,專門設計相關業,日班,3,40000,UI/UX設計師,逗點創制有限公司
UI設計,台北市松山區,專科,不拘,28,網際網路相關業,夜班,4,52500,Mid-Level ～ Senior UXUI 設計師,果思設計股份有限公司
UI設計,台北市信義區,大學,不拘,10,廣告行銷公關業,日班,5,30000,視覺設計助理,朱墨形象設計廣告有限公司
UI設計,台中市西區,碩士,不拘,15,其它軟體及網路相關業,日班,6,55000,網頁設計師(台中),耀緯科技有限公司
UI設計,新北市三重區,大學,不拘,15,電腦軟體服務業,日班,12,42000,UI/UX 設計師,安特庫資訊科技有限公司
UI設計,台北市大安區,碩士,不拘,15,電腦軟體服務業,日班,0,75000,UI設計師,萬兩電子科技有限公司
UI設計,台北市南港區,碩士,不拘,10,多媒體傳播相關業,日班,6,32250,2D UI 美術設計,金展創意有限公司
UI設計,台北市南港區,大學,不拘,20,多媒體傳播相關業,日班,0,60000,Android程式設計師,移動商務股份有限公司
UI設計,台中市西屯區,碩士,不拘,50,電腦軟體服務業,夜班,5,47500,Web/App UI/UX 設計師 (台中),微碧愛普科技有限公司
UI設計,新竹市,碩士,不拘,30,其它軟體及網路相關業,日班,0,213,UI/UX 設計師 UI/UX Designer,路加服務科技股份有限公司
UI設計,台北市中正區,專科,不拘,30,多媒體傳播相關業,日班,3,34000,【設計助理｜平面・影像・社群內容創作】,易禧創意科技股份有限公司
UI設計,高雄市前鎮區,碩士,不拘,0,電腦軟體服務業,日班,5,40000,產品設計師（UI/UX設計師）,肚肚股份有限公司
UI設計,高雄市新興區,大學,不拘,14,網際網路相關業,日班,4,40000,(高雄)視覺設計師,鉅晨科技有限公司
UI設計,台北市北投區,大學,不拘,0,電腦及其週邊設備製造業,夜班,0,30000,AS00077 網頁視覺設計助理,華碩電腦股份有限公司
UI設計,台中市大雅區,專科,不拘,70,建材／傢俱批發業,日班,2,32000,平面設計╱美編人員,九灃興業股份有限公司
UI設計,台北市大安區,碩士,不拘,0,鞋類／布類／服飾品零售業,日班,11,40000,UI UX 設計師,奧沐仕亞太有限公司
UI設計,台北市信義區,大學,不拘,20,食品什貨零售業,日班,5,55000,UI設計師,瑞迪健康股份有限公司
UI設計,新北市中和區,碩士,不拘,30,多媒體傳播相關業,日班,15,32500,美術網頁設計,億泰利多媒體股份有限公司
UI設計,台中市西屯區,碩士,不拘,6,電腦軟體服務業,日班,0,40000,UIUX設計師,翔堉科技股份有限公司
UI設計,台北市信義區,碩士,不拘,50,電腦軟體服務業,日班,0,90000,UI設計師,微度科技有限公司
UI設計,台北市南港區,大學,不拘,18,電腦軟體服務業,日班,13,200,UI/UX互動系統介面設計師-學生實習,聚典資訊股份有限公司
UI設計,高雄市前鎮區,大學,不拘,90,電腦軟體服務業,日班,8,40000,UI/UX & 行銷視覺設計師,富比庫股份有限公司
UI設計,台中市西區,碩士,不拘,20,食品什貨零售業,夜班,4,42500,視覺設計,創電商有限公司
UI設計,台北市松山區,大學,不拘,30,電腦軟體服務業,日班,4,52500,UI美術設計師,艾美斯科技有限公司
UI設計,新北市汐止區,大學,不拘,130,食品什貨批發業,日班,2,40000,電商設計師,艾澌克企業股份有限公司
UI設計,台北市大安區,碩士,不拘,15,傳直銷相關業,日班,0,40000,美編設計人員,健康未來科技股份有限公司
UI設計,高雄市三民區,大學,不拘,230,數位內容產業,夜班,0,41500,【高雄】影片視覺設計師,奧爾資訊多媒體股份有限公司
